#{"t_start": 1594001629.9526608, "env_id": null}
r,l,t
1.095238,5,96.526046
1.095238,5,96.543402
1.142857,7,96.562908
1.095238,5,96.574987
1.095238,5,96.586805
1.095238,5,96.601467
1.095238,5,96.613598
-0.857143,7,96.631094
1.095238,5,96.644866
-9.833333,8,96.669613
1.095238,5,96.68271
-0.880952,6,96.696804
1.071429,4,96.712955
-9.809524,9,96.730431
1.095238,5,96.742516
1.142857,7,96.760063
1.095238,5,96.772048
1.071429,4,96.785634
1.071429,4,96.793526
-9.809524,9,96.813427
1.071429,4,96.82394
1.071429,4,96.83432
1.190476,9,96.855338
1.071429,4,96.863071
1.071429,4,96.873179
1.071429,4,96.884144
1.142857,7,96.898739
1.119048,6,96.914458
1.071429,4,96.922266
1.071429,4,96.932477
1.071429,4,96.942761
1.071429,4,96.952827
1.071429,4,96.962966
1.166667,8,96.979143
1.071429,4,96.990087
1.095238,5,97.004278
-0.857143,7,97.024929
1.071429,4,97.037528
1.119048,6,97.051439
1.071429,4,97.062056
1.119048,6,97.081385
1.071429,4,97.095727
1.119048,6,97.114868
1.166667,8,97.139008
-9.833333,8,97.167926
-0.785714,10,97.192099
1.119048,6,97.210293
1.095238,5,97.222604
1.142857,7,97.240935
-9.809524,9,97.262887
-9.833333,8,97.290096
-0.833333,8,97.312385
1.166667,8,97.332839
1.190476,9,97.362854
1.142857,7,97.382187
1.166667,8,97.401618
-9.857143,7,97.416208
1.095238,5,97.428211
1.095238,5,97.440127
1.095238,5,97.455846
1.095238,5,97.472505
1.095238,5,97.484718
1.119048,6,97.498658
1.119048,6,97.513717
-0.833333,8,97.536114
-9.833333,8,97.554939
-9.761905,11,97.578198
1.214286,10,97.602628
1.095238,5,97.61436
-9.785714,10,97.63935
1.071429,4,97.659206
1.190476,9,97.67889
1.166667,8,97.706417
1.095238,5,97.71831
1.095238,5,97.735577
1.095238,5,97.747943
-0.833333,8,97.768752
-9.809524,9,97.791389
1.095238,5,97.804201
1.095238,5,97.816242
1.095238,5,97.832563
1.142857,7,97.854802
1.095238,5,97.867106
1.095238,5,97.879159
1.095238,5,97.893987
1.095238,5,97.906199
1.095238,5,97.918891
-0.880952,6,97.938241
1.142857,7,97.958061
-0.785714,10,97.988805
1.166667,8,98.009998
-0.880952,6,98.0252
1.095238,5,98.042268
-0.833333,8,98.065378
1.166667,8,98.08202
-9.785714,10,98.104572
-9.761905,11,98.134041
1.166667,8,98.150959
1.095238,5,98.167587
-0.761905,11,98.195386
1.095238,5,98.207253
1.214286,10,98.229309
1.095238,5,98.242548
-0.809524,9,98.267941
1.095238,5,98.279637
1.142857,7,98.297077
1.095238,5,98.313709
1.095238,5,98.325316
1.095238,5,98.338217
1.142857,7,98.353916
1.095238,5,98.365681
1.095238,5,98.377398
1.095238,5,98.389308
-9.809524,9,98.408993
1.095238,5,98.420972
1.095238,5,98.432709
1.166667,8,98.448897
1.119048,6,98.469565
-9.857143,7,98.486532
-9.809524,9,98.50632
1.095238,5,98.522982
-0.928571,4,98.53876
1.095238,5,98.555884
1.095238,5,98.573887
1.166667,8,98.595316
1.095238,5,98.612181
1.119048,6,98.630097
1.095238,5,98.643197
1.095238,5,98.655051
1.095238,5,98.6717
-0.928571,4,98.682492
1.142857,7,98.708407
1.095238,5,98.721503
1.095238,5,98.736941
1.095238,5,98.748826
1.095238,5,98.760622
1.095238,5,98.772407
1.095238,5,98.785685
1.071429,4,98.793679
1.095238,5,98.806756
1.095238,5,98.8237
1.142857,7,98.843768
1.095238,5,98.855618
1.095238,5,98.867525
-9.761905,11,98.895409
1.095238,5,98.907204
1.214286,10,98.931355
1.095238,5,98.943088
1.095238,5,98.954831
1.095238,5,98.966578
1.095238,5,98.978095
1.095238,5,98.989875
1.119048,6,99.003887
1.095238,5,99.015471
1.095238,5,99.027623
1.095238,5,99.043488
-9.809524,9,99.066158
-9.809524,9,99.091184
1.095238,5,99.103039
1.095238,5,99.115237
1.166667,8,99.131279
1.095238,5,99.14805
1.095238,5,99.160147
1.095238,5,99.172079
1.095238,5,99.188812
1.142857,7,99.212311
1.190476,9,99.239854
1.119048,6,99.260062
1.142857,7,99.281333
1.095238,5,99.296484
-9.857143,7,99.315756
1.095238,5,99.328461
-9.785714,10,99.352392
-0.809524,9,99.372709
1.095238,5,99.384848
1.095238,5,99.397034
1.095238,5,99.410547
1.119048,6,99.431732
1.095238,5,99.443777
-9.809524,9,99.462008
1.166667,8,99.482576
1.095238,5,99.49563
1.095238,5,99.507532
1.190476,9,99.528008
1.214286,10,99.554473
1.142857,7,99.56942
1.190476,9,99.591414
1.095238,5,99.603676
-0.833333,8,99.623959
1.119048,6,99.637503
1.119048,6,99.651129
1.095238,5,99.665002
1.095238,5,99.681523
1.142857,7,99.697618
1.095238,5,99.710443
1.166667,8,99.729966
1.119048,6,99.743461
1.166667,8,99.762832
1.095238,5,99.774834
1.095238,5,99.795771
1.095238,5,99.807652
1.095238,5,99.819805
1.095238,5,99.831842
1.142857,7,99.848995
1.095238,5,99.861078
1.190476,9,99.891463
1.095238,5,99.903512
1.119048,6,99.916938
1.095238,5,99.929076
1.095238,5,99.941806
1.071429,4,99.95244
1.071429,4,99.96303
1.071429,4,99.973517
1.095238,5,99.985421
1.190476,9,100.003834
1.119048,6,100.020293
-0.833333,8,100.03755
1.142857,7,100.055416
1.095238,5,100.06743
1.119048,6,100.080976
1.142857,7,100.099169
1.119048,6,100.112702
1.166667,8,100.132813
1.214286,10,100.15569
1.071429,4,100.165993
1.071429,4,100.177562
1.071429,4,100.18541
1.142857,7,100.204201
1.166667,8,100.222021
1.071429,4,100.237395
-9.761905,11,100.263067
1.095238,5,100.275116
1.071429,4,100.286154
1.190476,9,100.307165
-9.833333,8,100.325598
1.071429,4,100.333547
1.071429,4,100.344256
1.095238,5,100.35653
1.071429,4,100.368102
1.071429,4,100.37843
1.095238,5,100.390415
1.071429,4,100.400789
1.166667,8,100.417554
1.071429,4,100.432888
1.071429,4,100.444775
1.119048,6,100.459424
1.071429,4,100.469753
1.071429,4,100.480315
-9.833333,8,100.497272
1.071429,4,100.507923
1.142857,7,100.522737
1.166667,8,100.542434
1.095238,5,100.554854
1.071429,4,100.565296
1.095238,5,100.577353
1.190476,9,100.597867
1.071429,4,100.605675
1.071429,4,100.616139
1.166667,8,100.635261
1.071429,4,100.647641
1.071429,4,100.655785
1.071429,4,100.669109
1.166667,8,100.693012
1.071429,4,100.708219
1.071429,4,100.715877
-9.857143,7,100.735272
1.142857,7,100.750581
1.095238,5,100.762553
1.071429,4,100.773416
1.071429,4,100.785364
1.071429,4,100.796064
1.071429,4,100.803756
1.071429,4,100.814175
1.190476,9,100.835647
1.071429,4,100.846074
1.119048,6,100.866385
-9.833333,8,100.887995
1.095238,5,100.90049
1.095238,5,100.914371
-9.809524,9,100.932161
1.071429,4,100.943184
1.166667,8,100.963716
1.071429,4,100.975008
-9.809524,9,101.001026
1.142857,7,101.031779
1.190476,9,101.060135
1.142857,7,101.076507
1.071429,4,101.091488
1.071429,4,101.104691
-9.833333,8,101.124983
1.071429,4,101.136459
1.166667,8,101.15638
1.071429,4,101.16428
1.071429,4,101.179271
1.071429,4,101.190296
1.071429,4,101.200816
1.071429,4,101.211102
1.142857,7,101.228411
1.071429,4,101.240375
1.071429,4,101.252724
1.142857,7,101.273449
1.119048,6,101.286573
-9.809524,9,101.306516
1.071429,4,101.316659
1.071429,4,101.326933
-9.809524,9,101.344205
1.071429,4,101.354793
1.119048,6,101.368144
1.071429,4,101.378478
1.071429,4,101.389411
1.071429,4,101.399583
1.071429,4,101.411636
-9.857143,7,101.426032
1.119048,6,101.439398
1.119048,6,101.4527
1.214286,10,101.479366
1.166667,8,101.499306
1.261905,12,101.52501
1.071429,4,101.542466
1.071429,4,101.555745
1.095238,5,101.572251
1.119048,6,101.58584
1.095238,5,101.598474
1.142857,7,101.620425
-9.785714,10,101.65046
1.071429,4,101.658004
1.071429,4,101.668521
1.095238,5,101.680319
1.190476,9,101.705652
1.071429,4,101.716007
1.071429,4,101.726086
1.071429,4,101.733918
1.071429,4,101.744295
1.119048,6,101.758582
1.190476,9,101.786015
1.071429,4,101.797024
-9.833333,8,101.816013
1.142857,7,101.831225
-9.809524,9,101.851264
1.071429,4,101.866731
1.119048,6,101.88276
1.095238,5,101.89498
1.071429,4,101.905638
1.071429,4,101.913402
1.071429,4,101.924073
-9.833333,8,101.943295
-0.904762,5,101.956527
1.071429,4,101.967056
1.071429,4,101.974854
1.071429,4,101.985325
1.071429,4,101.996284
-0.833333,8,102.017069
1.071429,4,102.024899
-0.785714,10,102.047861
1.214286,10,102.072897
-9.761905,11,102.09858
-9.785714,10,102.120044
1.214286,10,102.142201
-0.833333,8,102.160079
-0.880952,6,102.173698
-0.857143,7,102.193741
1.190476,9,102.214227
-0.809524,9,102.234915
-9.690476,14,102.265855
-0.809524,9,102.28728
1.095238,5,102.29958
1.119048,6,102.313253
1.190476,9,102.334262
-9.761905,11,102.35894
1.095238,5,102.371889
1.190476,9,102.392768
1.119048,6,102.406236
1.071429,4,102.416858
1.095238,5,102.428984
1.309524,14,102.465012
1.166667,8,102.481563
-9.738095,12,102.509429
1.119048,6,102.523249
1.142857,7,102.541141
-9.761905,11,102.579222
1.095238,5,102.595897
1.095238,5,102.610618
1.166667,8,102.627342
-0.833333,8,102.64676
1.214286,10,102.67249
1.142857,7,102.687269
-9.833333,8,102.705768
1.095238,5,102.717568
1.119048,6,102.731279
1.190476,9,102.751353
1.095238,5,102.763052
1.119048,6,102.777442
1.119048,6,102.792467
1.095238,5,102.805035
1.238095,11,102.829457
-0.880952,6,102.846967
1.142857,7,102.862155
1.095238,5,102.877535
-0.714286,13,102.910125
1.142857,7,102.928224
-9.761905,11,102.954315
-0.880952,6,102.969717
-0.904762,5,102.98233
-0.785714,10,103.015907
-9.857143,7,103.040407
1.095238,5,103.052403
1.095238,5,103.064344
1.095238,5,103.076486
1.214286,10,103.105273
1.119048,6,103.119177
1.190476,9,103.139991
1.142857,7,103.15876
1.238095,11,103.182074
1.142857,7,103.200336
1.071429,4,103.21062
1.119048,6,103.224074
1.119048,6,103.237534
1.166667,8,103.256327
1.214286,10,103.28035
1.119048,6,103.296704
1.214286,10,103.319246
1.071429,4,103.330634
1.095238,5,103.342929
1.095238,5,103.355407
1.119048,6,103.369344
1.071429,4,103.379965
1.119048,6,103.393396
1.095238,5,103.405872
1.119048,6,103.41978
1.166667,8,103.43932
1.119048,6,103.452649
-9.738095,12,103.480772
1.142857,7,103.512634
1.119048,6,103.531096
1.142857,7,103.547243
1.119048,6,103.561111
-0.857143,7,103.579739
1.071429,4,103.590446
1.095238,5,103.60246
-0.857143,7,103.623333
1.095238,5,103.635711
1.071429,4,103.646337
-0.761905,11,103.672613
-9.833333,8,103.694204
1.095238,5,103.706253
1.214286,10,103.733203
1.095238,5,103.749593
1.095238,5,103.761526
1.071429,4,103.769321
1.095238,5,103.782085
1.214286,10,103.810477
1.071429,4,103.822021
-9.761905,11,103.84587
1.119048,6,103.862119
1.095238,5,103.874248
-9.833333,8,103.890274
1.285714,13,103.923075
1.190476,9,103.944273
1.071429,4,103.952221
1.071429,4,103.962671
1.166667,8,103.983315
-0.880952,6,103.997547
1.071429,4,104.007858
1.119048,6,104.025437
1.071429,4,104.035672
-0.904762,5,104.053189
1.095238,5,104.066902
1.095238,5,104.079147
1.095238,5,104.092036
1.095238,5,104.104151
1.071429,4,104.114757
1.166667,8,104.131479
1.071429,4,104.143251
1.071429,4,104.15359
1.071429,4,104.163832
1.071429,4,104.171441
1.071429,4,104.181792
1.071429,4,104.197015
1.071429,4,104.207537
1.071429,4,104.218538
-0.809524,9,104.236807
1.095238,5,104.24852
1.071429,4,104.26113
1.071429,4,104.271462
1.071429,4,104.283483
1.071429,4,104.293613
1.071429,4,104.301354
1.071429,4,104.311661
-0.857143,7,104.329476
1.071429,4,104.337087
1.071429,4,104.347507
1.071429,4,104.358088
1.095238,5,104.37006
1.071429,4,104.389139
-0.833333,8,104.406022
1.071429,4,104.4162
1.071429,4,104.42666
1.071429,4,104.436814
1.071429,4,104.452753
1.071429,4,104.460082
1.095238,5,104.476273
1.071429,4,104.486634
1.071429,4,104.496872
1.166667,8,104.518178
1.071429,4,104.525947
-9.880952,6,104.541711
1.071429,4,104.549617
-9.833333,8,104.572433
1.071429,4,104.582866
1.071429,4,104.59307
1.071429,4,104.600837
-0.761905,11,104.62739
1.071429,4,104.635004
-0.690476,14,104.6662
1.071429,4,104.676471
1.071429,4,104.68667
1.071429,4,104.696792
1.071429,4,104.704354
1.071429,4,104.7147
1.071429,4,104.725032
1.119048,6,104.738234
1.071429,4,104.748522
1.071429,4,104.759045
1.071429,4,104.769301
1.071429,4,104.776863
1.071429,4,104.791554
1.071429,4,104.802815
1.214286,10,104.824738
1.166667,8,104.843455
1.071429,4,104.851298
1.071429,4,104.861439
1.071429,4,104.871769
1.071429,4,104.88193
1.071429,4,104.891955
-0.809524,9,104.91023
1.071429,4,104.920514
1.071429,4,104.930621
1.071429,4,104.941301
1.071429,4,104.951494
1.071429,4,104.959279
1.071429,4,104.970135
1.071429,4,104.98042
1.071429,4,104.998454
1.071429,4,105.011496
1.071429,4,105.019165
1.071429,4,105.038796
-9.857143,7,105.05745
1.071429,4,105.0653
1.071429,4,105.075926
1.071429,4,105.086274
1.071429,4,105.096577
1.071429,4,105.10672
-9.785714,10,105.128357
1.071429,4,105.136353
-0.809524,9,105.159465
1.166667,8,105.178384
1.071429,4,105.189799
1.071429,4,105.197443
-0.857143,7,105.215432
1.238095,11,105.24208
-0.738095,12,105.267776
1.071429,4,105.278115
1.119048,6,105.291253
1.071429,4,105.301752
1.095238,5,105.314293
1.071429,4,105.325125
1.071429,4,105.335299
-0.690476,14,105.368798
1.095238,5,105.380328
1.261905,12,105.41132
1.071429,4,105.421525
1.071429,4,105.43164
1.119048,6,105.444834
-0.785714,10,105.468403
1.071429,4,105.478412
1.071429,4,105.48619
1.071429,4,105.496388
1.071429,4,105.506552
1.071429,4,105.516674
1.095238,5,105.528405
1.071429,4,105.539665
1.071429,4,105.547436
1.166667,8,105.567243
1.071429,4,105.577326
1.071429,4,105.587463
1.071429,4,105.59522
1.071429,4,105.605366
1.071429,4,105.617543
1.071429,4,105.627764
1.166667,8,105.643833
1.071429,4,105.654166
-9.833333,8,105.672028
1.071429,4,105.682136
1.071429,4,105.689888
1.095238,5,105.70647
1.071429,4,105.716758
1.190476,9,105.736912
1.071429,4,105.74706
1.071429,4,105.757021
1.071429,4,105.764776
1.119048,6,105.785112
1.071429,4,105.792771
1.071429,4,105.803065
-0.880952,6,105.816676
1.071429,4,105.827219
1.095238,5,105.839033
1.095238,5,105.850798
1.071429,4,105.861164
1.071429,4,105.871509
1.071429,4,105.881526
1.071429,4,105.889266
1.071429,4,105.899475
1.071429,4,105.911152
1.142857,7,105.925882
-0.857143,7,105.943668
1.071429,4,105.953789
-9.785714,10,105.97478
1.071429,4,105.982536
1.071429,4,105.993201
-9.785714,10,106.014447
1.071429,4,106.025166
1.238095,11,106.048862
1.071429,4,106.061511
1.166667,8,106.080299
1.071429,4,106.08827
-0.761905,11,106.115074
-9.785714,10,106.136094
1.071429,4,106.144119
1.071429,4,106.154662
-0.904762,5,106.167011
1.071429,4,106.177343
1.214286,10,106.19974
1.071429,4,106.209825
1.142857,7,106.22517
1.071429,4,106.239542
1.095238,5,106.251413
1.071429,4,106.264337
-9.761905,11,106.297252
1.071429,4,106.307926
-9.761905,11,106.332305
1.238095,11,106.356326
1.071429,4,106.367389
1.190476,9,106.388544
1.119048,6,106.402387
1.071429,4,106.413003
1.214286,10,106.436629
1.071429,4,106.447053
1.166667,8,106.464764
-0.880952,6,106.478641
1.119048,6,106.497424
1.071429,4,106.505306
1.071429,4,106.515804
1.071429,4,106.526327
1.071429,4,106.536623
1.071429,4,106.548353
-9.738095,12,106.575721
1.119048,6,106.58971
1.071429,4,106.600199
1.071429,4,106.61546
1.071429,4,106.626495
1.071429,4,106.634526
1.071429,4,106.64539
1.095238,5,106.657442
1.071429,4,106.668755
1.071429,4,106.679483
1.071429,4,106.691068
-9.857143,7,106.705699
-9.880952,6,106.71882
1.071429,4,106.731833
1.071429,4,106.742905
1.071429,4,106.753911
1.142857,7,106.771395
1.071429,4,106.785676
1.071429,4,106.798412
1.119048,6,106.813157
1.071429,4,106.82487
1.071429,4,106.83286
1.071429,4,106.846029
-9.714286,13,106.875663
1.071429,4,106.886958
1.071429,4,106.894976
1.071429,4,106.905636
-9.857143,7,106.927642
1.071429,4,106.935377
1.071429,4,106.947082
-0.857143,7,106.965963
1.071429,4,106.973589
1.071429,4,106.988908
1.119048,6,107.002214
1.071429,4,107.01325
1.071429,4,107.024018
1.071429,4,107.038012
1.071429,4,107.049089
1.119048,6,107.06247
1.071429,4,107.072658
-0.904762,5,107.085245
1.071429,4,107.093092
1.071429,4,107.103474
-0.833333,8,107.123145
-9.761905,11,107.147209
1.071429,4,107.157477
1.071429,4,107.167608
1.071429,4,107.175374
1.071429,4,107.185554
1.071429,4,107.195858
1.071429,4,107.206013
1.071429,4,107.216081
1.238095,11,107.23926
1.071429,4,107.249768
1.071429,4,107.257415
1.071429,4,107.269439
1.190476,9,107.289851
1.071429,4,107.301452
1.071429,4,107.311779
1.071429,4,107.319601
1.071429,4,107.337995
-9.857143,7,107.354812
-0.809524,9,107.373565
1.119048,6,107.38956
1.071429,4,107.397272
1.071429,4,107.407782
1.071429,4,107.42338
1.071429,4,107.436933
1.071429,4,107.447475
1.071429,4,107.455316
1.071429,4,107.466092
1.071429,4,107.476778
1.071429,4,107.487537
1.071429,4,107.498211
1.071429,4,107.506124
1.071429,4,107.516724
1.071429,4,107.527607
-0.880952,6,107.542362
1.071429,4,107.554814
1.071429,4,107.565401
1.071429,4,107.575945
1.071429,4,107.58371
1.071429,4,107.595034
-9.738095,12,107.627564
1.071429,4,107.635521
1.071429,4,107.646117
-0.833333,8,107.665505
1.119048,6,107.679692
-0.857143,7,107.695066
1.119048,6,107.719756
1.142857,7,107.734883
1.071429,4,107.745801
1.119048,6,107.759393
1.095238,5,107.771074
1.071429,4,107.782223
1.071429,4,107.792687
1.071429,4,107.800477
-0.809524,9,107.823164
1.166667,8,107.843596
1.071429,4,107.853827
1.119048,6,107.867344
1.071429,4,107.877901
1.190476,9,107.895735
1.071429,4,107.911133
1.071429,4,107.924524
1.214286,10,107.946401
1.071429,4,107.956925
-0.880952,6,107.970938
1.071429,4,107.981317
1.071429,4,107.991904
1.071429,4,107.999548
1.166667,8,108.018588
1.071429,4,108.028916
1.071429,4,108.03939
1.071429,4,108.047136
1.214286,10,108.069393
1.071429,4,108.082475
1.071429,4,108.093054
-0.809524,9,108.114454
-0.880952,6,108.133565
1.071429,4,108.149231
1.166667,8,108.165437
1.071429,4,108.175924
1.071429,4,108.186166
1.071429,4,108.196489
1.166667,8,108.212785
1.142857,7,108.230448
1.071429,4,108.240922
1.071429,4,108.24868
-0.880952,6,108.265187
1.166667,8,108.281642
1.071429,4,108.297488
-9.738095,12,108.329051
1.095238,5,108.340821
1.071429,4,108.351368
1.071429,4,108.362154
1.071429,4,108.372601
1.071429,4,108.38289
1.071429,4,108.390456
1.071429,4,108.400939
1.071429,4,108.411458
-9.833333,8,108.429936
1.071429,4,108.437644
1.071429,4,108.449468
1.071429,4,108.460384
1.071429,4,108.470809
-9.785714,10,108.492727
1.071429,4,108.503172
1.095238,5,108.515076
1.071429,4,108.522747
1.071429,4,108.537802
1.071429,4,108.550715
1.071429,4,108.563089
1.071429,4,108.573642
1.071429,4,108.581396
1.071429,4,108.591659
1.071429,4,108.602013
1.071429,4,108.616932
1.071429,4,108.627034
1.166667,8,108.644372
1.071429,4,108.654488
1.119048,6,108.667963
1.071429,4,108.678987
1.071429,4,108.689309
-0.809524,9,108.710608
1.071429,4,108.718274
1.095238,5,108.730902
1.071429,4,108.742691
1.071429,4,108.753
1.166667,8,108.7718
1.071429,4,108.779845
1.071429,4,108.794831
1.071429,4,108.810134
1.071429,4,108.822306
1.095238,5,108.837225
1.071429,4,108.847927
1.190476,9,108.866931
1.238095,11,108.894021
1.071429,4,108.901836
1.071429,4,108.912695
-9.833333,8,108.93165
1.071429,4,108.943189
1.190476,9,108.961821
1.071429,4,108.972671
-0.857143,7,108.99191
1.071429,4,108.999949
1.071429,4,109.01047
1.071429,4,109.021158
1.071429,4,109.032109
1.166667,8,109.050124
-9.738095,12,109.081927
1.071429,4,109.099277
1.071429,4,109.107216
1.071429,4,109.122709
1.166667,8,109.149501
1.071429,4,109.159968
1.071429,4,109.167578
